Report Number,Occur Date,UCR Literal,Latitude,Longitude,Month,Year,Zipcode
193362185,12/2/2019,LARCENY-FROM VEHICLE,33.74058,-84.35903,12,2019,30316
193362207,12/2/2019,LARCENY-FROM VEHICLE,33.842859999999995,-84.37291,12,2019,30305
193362279,12/2/2019,LARCENY-FROM VEHICLE,33.83636,-84.38001,12,2019,30305
193351376,12/1/2019,LARCENY-FROM VEHICLE,33.76956,-84.4669,12,2019,30318
193361186,12/2/2019,ROBBERY-PEDESTRIAN,33.74053,-84.41671,12,2019,30310
193360608,12/2/2019,AUTO THEFT,33.72895,-84.40419,12,2019,30310
193360656,12/1/2019,AUTO THEFT,33.78178,-84.49121,12,2019,30318
193361052,12/2/2019,AUTO THEFT,33.818659999999994,-84.35144,12,2019,30324
193361136,12/2/2019,AUTO THEFT,33.72493,-84.39633,12,2019,30312
193361909,12/2/2019,AUTO THEFT,33.740190000000005,-84.43455,12,2019,30310
193361931,12/2/2019,AUTO THEFT,33.875890000000005,-84.39202,12,2019,30342
193361976,12/2/2019,AUTO THEFT,33.82065,-84.45537,12,2019,30318
193360179,12/2/2019,AUTO THEFT,33.6824,-84.41029,12,2019,30354
193360221,12/2/2019,ROBBERY-PEDESTRIAN,33.75349,-84.36386999999999,12,2019,30312
193361860,12/2/2019,ROBBERY-PEDESTRIAN,33.76248,-84.50791,12,2019,30311
193360751,12/2/2019,LARCENY-NON VEHICLE,33.76044,-84.38701999999999,12,2019,30303
193360809,12/2/2019,LARCENY-NON VEHICLE,33.76924,-84.37961,12,2019,30308
193361514,12/2/2019,LARCENY-NON VEHICLE,33.7697,-84.34409000000001,12,2019,30307
193361157,12/2/2019,LARCENY-NON VEHICLE,33.78588,-84.38597,12,2019,30363
193360788,12/2/2019,LARCENY-NON VEHICLE,33.73794,-84.41735,12,2019,30310
193361548,12/2/2019,LARCENY-NON VEHICLE,33.7581,-84.50258000000001,12,2019,30311
193361819,12/2/2019,LARCENY-NON VEHICLE,33.73323,-84.43795,12,2019,30310
193361878,12/2/2019,LARCENY-NON VEHICLE,33.75504,-84.41457,12,2019,30313
193361890,12/2/2019,LARCENY-NON VEHICLE,33.80388,-84.41278,12,2019,30363
193361988,12/2/2019,LARCENY-NON VEHICLE,33.70977,-84.36008000000001,12,2019,30315
193370172,12/3/2019,LARCENY-NON VEHICLE,33.70965,-84.37961999999999,12,2019,30315
193370594,12/3/2019,LARCENY-NON VEHICLE,33.79303,-84.39921,12,2019,30363
193371038,12/3/2019,LARCENY-NON VEHICLE,33.74767,-84.3455,12,2019,30316
193371114,12/3/2019,LARCENY-NON VEHICLE,33.74754,-84.29153000000001,12,2019,30032
193371140,12/3/2019,LARCENY-NON VEHICLE,33.792120000000004,-84.39554,12,2019,30363
193371936,12/3/2019,LARCENY-NON VEHICLE,33.75237,-84.48653,12,2019,30311
193372248,12/3/2019,LARCENY-NON VEHICLE,33.75674,-84.34619,12,2019,30307
193372086,12/2/2019,LARCENY-NON VEHICLE,33.75136,-84.32179000000001,12,2019,30317
193370777,12/2/2019,LARCENY-NON VEHICLE,33.74201,-84.3635,12,2019,30312
193370833,12/2/2019,LARCENY-NON VEHICLE,33.680890000000005,-84.38851,12,2019,30315
193371139,12/2/2019,LARCENY-NON VEHICLE,33.84663,-84.3683,12,2019,30326
193371554,12/3/2019,LARCENY-NON VEHICLE,33.738,-84.41691,12,2019,30310
193371993,12/3/2019,LARCENY-NON VEHICLE,33.74349,-84.50968,12,2019,30311
193372057,12/3/2019,LARCENY-NON VEHICLE,33.736670000000004,-84.36646,12,2019,30312
193372156,12/3/2019,LARCENY-NON VEHICLE,33.75805,-84.41408,12,2019,30313
193371915,12/3/2019,ROBBERY-PEDESTRIAN,33.75844,-84.50372,12,2019,30311
193371916,12/3/2019,ROBBERY-PEDESTRIAN,33.75005,-84.40015,12,2019,30303
193371995,12/3/2019,ROBBERY-PEDESTRIAN,33.757709999999996,-84.50344,12,2019,30311
193372336,12/3/2019,ROBBERY-PEDESTRIAN,33.66185,-84.37888000000001,12,2019,30354
193370110,12/3/2019,ROBBERY-COMMERCIAL,33.74353,-84.34844,12,2019,30316
193370389,12/3/2019,AUTO THEFT,33.73657,-84.40824,12,2019,30310
193370407,12/3/2019,AUTO THEFT,33.66005,-84.50994,12,2019,30349
193370681,12/2/2019,AUTO THEFT,33.81716,-84.36632,12,2019,30324
193370976,12/1/2019,AUTO THEFT,33.728559999999995,-84.38064,12,2019,30312
193371236,12/3/2019,AUTO THEFT,33.81037,-84.47948000000001,12,2019,30318
193371451,12/2/2019,AUTO THEFT,33.8661,-84.45239000000001,12,2019,30339
193372052,12/3/2019,AUTO THEFT,33.84352,-84.38091999999999,12,2019,30305
193372204,12/3/2019,AUTO THEFT,33.754020000000004,-84.41785,12,2019,30314
193372262,12/3/2019,AUTO THEFT,33.87121,-84.37931,12,2019,30342
193372357,12/3/2019,AUTO THEFT,33.67921,-84.40604,12,2019,30354
193371829,12/3/2019,HOMICIDE,33.69616,-84.51961999999999,12,2019,30331
193370384,12/2/2019,LARCENY-FROM VEHICLE,33.824940000000005,-84.36684,12,2019,30324
193370579,12/2/2019,LARCENY-FROM VEHICLE,33.7498,-84.338,12,2019,30316
193370581,12/3/2019,LARCENY-FROM VEHICLE,33.836659999999995,-84.37517,12,2019,30305
193371089,12/2/2019,LARCENY-FROM VEHICLE,33.76235,-84.38819000000001,12,2019,30313
193371129,12/3/2019,LARCENY-FROM VEHICLE,33.778690000000005,-84.41537,12,2019,30363
193371165,12/3/2019,LARCENY-FROM VEHICLE,33.761379999999996,-84.34665,12,2019,30307
193371190,12/2/2019,LARCENY-FROM VEHICLE,33.79772,-84.41141,12,2019,30363
193371758,12/3/2019,LARCENY-FROM VEHICLE,33.7514,-84.39098,12,2019,30303
193371775,12/3/2019,LARCENY-FROM VEHICLE,33.74645,-84.36471999999999,12,2019,30312
193371972,12/3/2019,LARCENY-FROM VEHICLE,33.73942,-84.34564,12,2019,30316
193372025,12/3/2019,LARCENY-FROM VEHICLE,33.77795,-84.40849,12,2019,30363
193372122,12/3/2019,LARCENY-FROM VEHICLE,33.78783,-84.39849,12,2019,30363
193372132,12/3/2019,LARCENY-FROM VEHICLE,33.75506,-84.35781,12,2019,30307
193372228,12/3/2019,LARCENY-FROM VEHICLE,33.75464,-84.36321,12,2019,30312
193372239,12/3/2019,LARCENY-FROM VEHICLE,33.81923,-84.45204,12,2019,30318
193372279,12/3/2019,LARCENY-FROM VEHICLE,33.8092,-84.41922,12,2019,30363
193372326,12/3/2019,LARCENY-FROM VEHICLE,33.75567,-84.38634,12,2019,30303
193372356,12/3/2019,LARCENY-FROM VEHICLE,33.78174,-84.36869,12,2019,30308
193372370,12/3/2019,LARCENY-FROM VEHICLE,33.79481,-84.41501,12,2019,30363
193372386,12/3/2019,LARCENY-FROM VEHICLE,33.75667,-84.3639,12,2019,30308
193372402,12/2/2019,LARCENY-FROM VEHICLE,33.78033,-84.37651,12,2019,30308
193372412,12/3/2019,LARCENY-FROM VEHICLE,33.6899,-84.50584,12,2019,30311
193370969,12/2/2019,BURGLARY-NONRES,33.76204,-84.43066,12,2019,30314
193372198,12/3/2019,BURGLARY-NONRES,33.76315,-84.4165,12,2019,30314
193372225,12/3/2019,BURGLARY-NONRES,33.733270000000005,-84.41455,12,2019,30310
193372421,12/3/2019,BURGLARY-NONRES,33.72724,-84.41795,12,2019,30310
193370997,12/3/2019,BURGLARY-RESIDENCE,33.747679999999995,-84.31,12,2019,30317
193371328,12/3/2019,BURGLARY-RESIDENCE,33.75691,-84.33721,12,2019,30307
193371914,12/3/2019,BURGLARY-RESIDENCE,33.75652,-84.33684000000001,12,2019,30307
193370322,12/2/2019,LARCENY-FROM VEHICLE,33.71771,-84.52315,12,2019,30331
193370420,12/2/2019,LARCENY-FROM VEHICLE,33.79573,-84.45414,12,2019,30318
193370575,12/3/2019,AGG ASSAULT,33.73812,-84.43276,12,2019,30310
193370413,12/3/2019,AGG ASSAULT,33.683479999999996,-84.40624,12,2019,30354
193371834,12/3/2019,AGG ASSAULT,33.74057,-84.4168,12,2019,30310
193372236,12/3/2019,AGG ASSAULT,33.72831,-84.43146999999999,12,2019,30310
193381415,12/4/2019,AGG ASSAULT,33.76497,-84.49385,12,2019,30311
193380581,12/4/2019,LARCENY-FROM VEHICLE,33.68116,-84.4059,12,2019,30354
193381117,12/1/2019,LARCENY-FROM VEHICLE,33.68013,-84.37756999999999,12,2019,30315
193381801,12/4/2019,LARCENY-FROM VEHICLE,33.82266,-84.3643,12,2019,30324
193382327,12/3/2019,LARCENY-FROM VEHICLE,33.79742,-84.40671,12,2019,30363
193380870,12/4/2019,BURGLARY-RESIDENCE,33.7061,-84.37881999999999,12,2019,30315
193381072,12/4/2019,BURGLARY-RESIDENCE,33.70695,-84.37414,12,2019,30315
193381459,12/4/2019,BURGLARY-RESIDENCE,33.73115,-84.40781,12,2019,30310
193381771,12/4/2019,BURGLARY-RESIDENCE,33.72635,-84.39860999999999,12,2019,30312
193381881,12/4/2019,BURGLARY-RESIDENCE,33.7052,-84.41516999999999,12,2019,30310
193380400,12/4/2019,BURGLARY-NONRES,33.7574,-84.35453000000001,12,2019,30307
193381639,12/3/2019,BURGLARY-NONRES,33.79392,-84.37100000000001,12,2019,30309
193380142,12/3/2019,LARCENY-FROM VEHICLE,33.73949,-84.34501,12,2019,30316
193380194,12/3/2019,LARCENY-FROM VEHICLE,33.75571,-84.39048000000001,12,2019,30303
193380207,12/3/2019,LARCENY-FROM VEHICLE,33.779090000000004,-84.36717,12,2019,30308
193380241,12/4/2019,LARCENY-FROM VEHICLE,33.78967,-84.42166,12,2019,30318
193380470,12/3/2019,LARCENY-FROM VEHICLE,33.76351,-84.33031,12,2019,30307
193380544,12/3/2019,LARCENY-FROM VEHICLE,33.849340000000005,-84.3664,12,2019,30326
193380662,12/3/2019,LARCENY-FROM VEHICLE,33.76368,-84.37586999999999,12,2019,30308
193380996,12/2/2019,LARCENY-FROM VEHICLE,33.8166,-84.43465,12,2019,30318
193381223,12/4/2019,LARCENY-FROM VEHICLE,33.828590000000005,-84.36585,12,2019,30324
193381316,12/4/2019,LARCENY-FROM VEHICLE,33.84133,-84.38101999999999,12,2019,30305
193381368,12/4/2019,LARCENY-FROM VEHICLE,33.82065,-84.45537,12,2019,30318
193381383,12/4/2019,LARCENY-FROM VEHICLE,33.844770000000004,-84.37258,12,2019,30305
193381467,12/3/2019,LARCENY-FROM VEHICLE,33.66174,-84.37786,12,2019,30354
193381581,12/4/2019,LARCENY-FROM VEHICLE,33.87121,-84.37931,12,2019,30342
193381667,12/4/2019,LARCENY-FROM VEHICLE,33.77454,-84.3839,12,2019,30308
193381712,12/4/2019,LARCENY-FROM VEHICLE,33.745540000000005,-84.37339,12,2019,30312
193381895,12/4/2019,LARCENY-FROM VEHICLE,33.76393,-84.38981,12,2019,30313
193381940,12/4/2019,LARCENY-FROM VEHICLE,33.81923,-84.45204,12,2019,30318
193381959,12/3/2019,LARCENY-FROM VEHICLE,33.80271,-84.3635,12,2019,30306
193382072,12/4/2019,LARCENY-FROM VEHICLE,33.84738,-84.42786,12,2019,30327
193382117,12/4/2019,LARCENY-FROM VEHICLE,33.74645,-84.36471999999999,12,2019,30312
193382120,12/4/2019,LARCENY-FROM VEHICLE,33.794270000000004,-84.36554,12,2019,30306
193382124,12/2/2019,LARCENY-FROM VEHICLE,33.7817,-84.41338,12,2019,30363
193382136,12/4/2019,LARCENY-FROM VEHICLE,33.74702,-84.35343,12,2019,30316
193382152,12/4/2019,LARCENY-FROM VEHICLE,33.811859999999996,-84.36639,12,2019,30324
193382186,12/4/2019,LARCENY-FROM VEHICLE,33.84791,-84.36959,12,2019,30326
193382203,12/4/2019,LARCENY-FROM VEHICLE,33.78631,-84.41178000000001,12,2019,30363
193382246,12/4/2019,LARCENY-FROM VEHICLE,33.76425,-84.39726999999999,12,2019,30313
193382297,12/4/2019,LARCENY-FROM VEHICLE,33.74112,-84.34961,12,2019,30316
193382316,12/4/2019,LARCENY-FROM VEHICLE,33.74993,-84.37706,12,2019,30334
193382345,12/4/2019,LARCENY-FROM VEHICLE,33.83996,-84.3827,12,2019,30305
193380145,12/3/2019,AUTO THEFT,33.75437,-84.38339,12,2019,30334
193380407,12/4/2019,AUTO THEFT,33.76164,-84.50214,12,2019,30311
193380439,12/3/2019,AUTO THEFT,33.822959999999995,-84.36346,12,2019,30324
193382146,12/4/2019,AUTO THEFT,33.80787,-84.43494,12,2019,30318
193382310,12/4/2019,AUTO THEFT,33.74947,-84.40194,12,2019,30303
193380119,12/4/2019,ROBBERY-PEDESTRIAN,33.73807,-84.41811,12,2019,30310
193381312,12/4/2019,ROBBERY-PEDESTRIAN,33.73365,-84.40221,12,2019,30303
193382355,12/4/2019,ROBBERY-RESIDENCE,33.712309999999995,-84.4155,12,2019,30310
193380210,12/4/2019,LARCENY-NON VEHICLE,33.704390000000004,-84.4634,12,2019,30311
193380257,12/4/2019,LARCENY-NON VEHICLE,33.81069,-84.47537,12,2019,30318
193381261,12/4/2019,LARCENY-NON VEHICLE,33.71053,-84.42076,12,2019,30310
193381435,12/1/2019,LARCENY-NON VEHICLE,33.75204,-84.2958,12,2019,30030
193381798,12/4/2019,LARCENY-NON VEHICLE,33.73323,-84.43795,12,2019,30310
193381900,12/4/2019,LARCENY-NON VEHICLE,33.81426,-84.47178000000001,12,2019,30318
193380129,12/3/2019,LARCENY-NON VEHICLE,33.77825,-84.38739,12,2019,30308
193381673,12/4/2019,LARCENY-NON VEHICLE,33.7555,-84.39076,12,2019,30303
193380229,12/4/2019,LARCENY-NON VEHICLE,33.74774,-84.32665,12,2019,30317
193380528,12/4/2019,LARCENY-NON VEHICLE,33.75674,-84.34619,12,2019,30307
193380820,12/4/2019,LARCENY-NON VEHICLE,33.7581,-84.50258000000001,12,2019,30311
193381077,12/4/2019,LARCENY-NON VEHICLE,33.75504,-84.41457,12,2019,30313
193381078,12/4/2019,LARCENY-NON VEHICLE,33.75504,-84.41457,12,2019,30313
193381224,12/4/2019,LARCENY-NON VEHICLE,33.75504,-84.41457,12,2019,30313
193381434,12/4/2019,LARCENY-NON VEHICLE,33.80052,-84.37307,12,2019,30309
193381541,12/4/2019,LARCENY-NON VEHICLE,33.75399,-84.48138,12,2019,30311
193381266,12/4/2019,LARCENY-NON VEHICLE,33.700720000000004,-84.45506,12,2019,30344
193381734,12/4/2019,LARCENY-NON VEHICLE,33.78014,-84.38747,12,2019,30308
193381869,12/4/2019,LARCENY-NON VEHICLE,33.75674,-84.34619,12,2019,30307
193382034,12/4/2019,LARCENY-NON VEHICLE,33.792120000000004,-84.39554,12,2019,30363
193382222,12/4/2019,LARCENY-NON VEHICLE,33.75674,-84.34619,12,2019,30307
193390889,12/5/2019,LARCENY-NON VEHICLE,33.846759999999996,-84.36211999999999,12,2019,30326
193391241,12/5/2019,LARCENY-NON VEHICLE,33.77299,-84.36504000000001,12,2019,30308
193391439,12/5/2019,LARCENY-NON VEHICLE,33.79303,-84.39921,12,2019,30363
193391545,12/5/2019,LARCENY-NON VEHICLE,33.75188,-84.49244,12,2019,30311
193391675,12/5/2019,LARCENY-NON VEHICLE,33.75504,-84.41457,12,2019,30313
193391934,12/5/2019,LARCENY-NON VEHICLE,33.79303,-84.39921,12,2019,30363
193391938,12/5/2019,LARCENY-NON VEHICLE,33.83712,-84.37744,12,2019,30305
193392226,12/5/2019,LARCENY-NON VEHICLE,33.849109999999996,-84.37075,12,2019,30326
193392579,12/5/2019,LARCENY-NON VEHICLE,33.65635,-84.51326999999999,12,2019,30349
193390208,12/5/2019,LARCENY-NON VEHICLE,33.841,-84.37550999999999,12,2019,30305
193390913,12/5/2019,LARCENY-NON VEHICLE,33.75776,-84.38252,12,2019,30334
193392175,12/5/2019,ROBBERY-COMMERCIAL,33.732690000000005,-84.4385,12,2019,30310
193390100,12/5/2019,LARCENY-NON VEHICLE,33.76846,-84.37903,12,2019,30308
193390344,12/5/2019,LARCENY-NON VEHICLE,33.75177,-84.4857,12,2019,30311
193390411,12/4/2019,LARCENY-NON VEHICLE,33.75861,-84.38749,12,2019,30303
193390624,12/3/2019,LARCENY-NON VEHICLE,33.775940000000006,-84.50731,12,2019,30311
193391053,12/4/2019,LARCENY-NON VEHICLE,33.7717,-84.41748,12,2019,30314
193391100,12/5/2019,LARCENY-NON VEHICLE,33.87615,-84.36935,12,2019,30342
193391384,12/4/2019,LARCENY-NON VEHICLE,33.75176,-84.49181999999999,12,2019,30311
193391821,12/5/2019,LARCENY-NON VEHICLE,33.73102,-84.41183000000001,12,2019,30310
193391959,12/4/2019,LARCENY-NON VEHICLE,33.77255,-84.38249,12,2019,30308
193390090,12/5/2019,AUTO THEFT,33.721470000000004,-84.38306,12,2019,30312
193390095,12/4/2019,AUTO THEFT,33.65302,-84.38835999999999,12,2019,30354
193390294,12/5/2019,AUTO THEFT,33.75284,-84.49256,12,2019,30311
193391043,12/3/2019,AUTO THEFT,33.76889,-84.36668,12,2019,30308
193391614,12/4/2019,AUTO THEFT,33.768029999999996,-84.41083,12,2019,30313
193391990,12/5/2019,AUTO THEFT,33.76741,-84.39466,12,2019,30313
193392156,12/5/2019,AUTO THEFT,33.73342,-84.38523,12,2019,30312
193392437,12/5/2019,LARCENY-FROM VEHICLE,33.78325,-84.35365999999999,12,2019,30306
193392442,12/5/2019,LARCENY-FROM VEHICLE,33.79492,-84.40988,12,2019,30363
193392506,12/5/2019,LARCENY-FROM VEHICLE,33.777359999999994,-84.38441999999999,12,2019,30308
193392583,12/5/2019,LARCENY-FROM VEHICLE,33.7617,-84.36084,12,2019,30308
193392610,12/5/2019,LARCENY-FROM VEHICLE,33.78407,-84.3526,12,2019,30306
193392615,12/5/2019,LARCENY-FROM VEHICLE,33.736909999999995,-84.39379,12,2019,30312
193392620,12/5/2019,LARCENY-FROM VEHICLE,33.78703,-84.41185,12,2019,30363
193392623,12/5/2019,LARCENY-FROM VEHICLE,33.75497,-84.41667,12,2019,30314
193390433,12/4/2019,LARCENY-FROM VEHICLE,33.76354,-84.38703000000001,12,2019,30308
193390435,12/4/2019,LARCENY-FROM VEHICLE,33.81005,-84.4277,12,2019,30318
193390472,12/4/2019,LARCENY-FROM VEHICLE,33.73187,-84.43441999999999,12,2019,30310
193390487,12/4/2019,LARCENY-FROM VEHICLE,33.74572,-84.38223,12,2019,30334
193390599,12/4/2019,LARCENY-FROM VEHICLE,33.77495,-84.37079,12,2019,30308
193390626,12/4/2019,LARCENY-FROM VEHICLE,33.76686,-84.34915,12,2019,30307
193390658,12/4/2019,LARCENY-FROM VEHICLE,33.77836,-84.37375,12,2019,30308
193390676,12/4/2019,LARCENY-FROM VEHICLE,33.8278,-84.3563,12,2019,30324
193390692,12/4/2019,LARCENY-FROM VEHICLE,33.83511,-84.36868,12,2019,30305
193391029,12/4/2019,LARCENY-FROM VEHICLE,33.75371,-84.36535,12,2019,30312
193391174,12/5/2019,LARCENY-FROM VEHICLE,33.77138,-84.38579,12,2019,30308
193391351,12/5/2019,LARCENY-FROM VEHICLE,33.72854,-84.40715,12,2019,30310
193391392,12/5/2019,LARCENY-FROM VEHICLE,33.750859999999996,-84.32133,12,2019,30317
193391397,12/4/2019,LARCENY-FROM VEHICLE,33.80701,-84.41444,12,2019,30363
193391832,12/4/2019,LARCENY-FROM VEHICLE,33.80747,-84.37151,12,2019,30324
193392159,12/5/2019,LARCENY-FROM VEHICLE,33.69704,-84.53461999999999,12,2019,30331
193392202,12/5/2019,LARCENY-FROM VEHICLE,33.76502,-84.38566,12,2019,30308
193392225,12/5/2019,LARCENY-FROM VEHICLE,33.77655,-84.38478,12,2019,30308
193392270,12/5/2019,LARCENY-FROM VEHICLE,33.7816,-84.40423,12,2019,30363
193392328,12/5/2019,LARCENY-FROM VEHICLE,33.83198,-84.38483000000001,12,2019,30305
193392344,12/5/2019,LARCENY-FROM VEHICLE,33.808679999999995,-84.38031,12,2019,30309
193392367,12/2/2019,LARCENY-FROM VEHICLE,33.82,-84.3651,12,2019,30324
193392370,12/5/2019,LARCENY-FROM VEHICLE,33.78174,-84.36869,12,2019,30308
193392373,12/5/2019,LARCENY-FROM VEHICLE,33.76295,-84.35805,12,2019,30307
193390019,12/4/2019,LARCENY-FROM VEHICLE,33.779090000000004,-84.36717,12,2019,30308
193390043,12/4/2019,LARCENY-FROM VEHICLE,33.78354,-84.35431,12,2019,30306
193390060,12/4/2019,LARCENY-FROM VEHICLE,33.71765,-84.51089,12,2019,30311
193390218,12/4/2019,LARCENY-FROM VEHICLE,33.80207,-84.39891999999999,12,2019,30309
193390320,12/4/2019,LARCENY-FROM VEHICLE,33.7537,-84.40139,12,2019,30313
193390386,12/5/2019,LARCENY-FROM VEHICLE,33.827420000000004,-84.36532,12,2019,30324
193390399,12/4/2019,LARCENY-FROM VEHICLE,33.760329999999996,-84.34424,12,2019,30307
193390429,12/4/2019,LARCENY-FROM VEHICLE,33.76638,-84.37827,12,2019,30308
193390707,12/5/2019,BURGLARY-RESIDENCE,33.69703,-84.35476,12,2019,30315
193390425,12/4/2019,LARCENY-FROM VEHICLE,33.66302,-84.37585,12,2019,30354
193392563,12/5/2019,LARCENY-FROM VEHICLE,33.7815,-84.49436,12,2019,30318
193391263,12/5/2019,BURGLARY-RESIDENCE,33.74223,-84.50264,12,2019,30311
193391780,12/5/2019,BURGLARY-RESIDENCE,33.68294,-84.39416999999999,12,2019,30315
193392176,12/5/2019,BURGLARY-RESIDENCE,33.80595,-84.46415999999999,12,2019,30318
193392534,12/5/2019,AGG ASSAULT,33.716409999999996,-84.35087,12,2019,30316
193390488,12/5/2019,AGG ASSAULT,33.74778,-84.42518000000001,12,2019,30314
193391463,12/5/2019,AGG ASSAULT,33.687,-84.35682,12,2019,30315
193392282,12/5/2019,AGG ASSAULT,33.698159999999994,-84.40848000000001,12,2019,30315
193390249,12/5/2019,LARCENY-NON VEHICLE,33.76208,-84.5076,12,2019,30311
193390282,12/5/2019,LARCENY-NON VEHICLE,33.779270000000004,-84.47995999999999,12,2019,30318
193391731,12/5/2019,BURGLARY-RESIDENCE,33.7881,-84.47292,12,2019,30318
193401420,12/6/2019,BURGLARY-RESIDENCE,33.76737,-84.40824,12,2019,30313
193040203,12/6/2019,BURGLARY-RESIDENCE,33.81671,-84.44933,12,2019,30318
193402299,12/6/2019,AGG ASSAULT,33.71097,-84.39789,12,2019,30315
193400290,12/6/2019,AGG ASSAULT,33.694959999999995,-84.47934000000001,12,2019,30311
193401738,12/6/2019,AGG ASSAULT,33.72166,-84.4657,12,2019,30311
193401890,12/6/2019,AGG ASSAULT,33.834579999999995,-84.3809,12,2019,30305
193400525,12/6/2019,AGG ASSAULT,33.69797,-84.48645,12,2019,30311
193400657,12/5/2019,BURGLARY-RESIDENCE,33.75974,-84.45753,12,2019,30314
193401281,12/6/2019,BURGLARY-RESIDENCE,33.76276,-84.34352,12,2019,30307
193401412,12/6/2019,BURGLARY-RESIDENCE,33.802620000000005,-84.46599,12,2019,30318
193401491,12/6/2019,BURGLARY-RESIDENCE,33.85496,-84.36137,12,2019,30326
193402240,12/6/2019,BURGLARY-RESIDENCE,33.69869,-84.48265,12,2019,30311
193400740,12/5/2019,LARCENY-FROM VEHICLE,33.80121,-84.40791,12,2019,30363
193401590,12/6/2019,LARCENY-FROM VEHICLE,33.681709999999995,-84.41481999999999,12,2019,30344
193401321,12/5/2019,BURGLARY-NONRES,33.72023,-84.4368,12,2019,30310
193392415,12/5/2019,LARCENY-FROM VEHICLE,33.784659999999995,-84.40561,12,2019,30363
193400524,12/5/2019,AUTO THEFT,33.8124,-84.42772,12,2019,30318
193400764,12/6/2019,AUTO THEFT,33.82331,-84.37505999999999,12,2019,30324
193400891,12/5/2019,AUTO THEFT,33.80958,-84.38209,12,2019,30309
193401772,12/5/2019,AUTO THEFT,33.65488,-84.37561,12,2019,30354
193402075,12/6/2019,AUTO THEFT,33.758109999999995,-84.50389,12,2019,30311
193402165,12/6/2019,AUTO THEFT,33.69168,-84.4872,12,2019,30311
193402511,12/6/2019,AUTO THEFT,33.82065,-84.45537,12,2019,30318
193402048,12/6/2019,HOMICIDE,33.6816,-84.40215,12,2019,30354
193401107,12/6/2019,ROBBERY-PEDESTRIAN,33.76208,-84.5076,12,2019,30311
193400086,12/5/2019,LARCENY-FROM VEHICLE,33.773309999999995,-84.40403,12,2019,30313
193400192,12/6/2019,LARCENY-FROM VEHICLE,33.7762,-84.38319,12,2019,30308
193400217,12/6/2019,LARCENY-FROM VEHICLE,33.78559,-84.38365,12,2019,30363
193400357,12/6/2019,LARCENY-FROM VEHICLE,33.746790000000004,-84.382,12,2019,30334
193400428,12/5/2019,LARCENY-FROM VEHICLE,33.76351,-84.33535,12,2019,30307
193400511,12/5/2019,LARCENY-FROM VEHICLE,33.81476,-84.34999,12,2019,30324
193400579,12/4/2019,LARCENY-FROM VEHICLE,33.70616,-84.3953,12,2019,30315
193400620,12/6/2019,LARCENY-FROM VEHICLE,33.69338,-84.48903,12,2019,30311
193400624,12/5/2019,LARCENY-FROM VEHICLE,33.84186,-84.38109,12,2019,30305
193400694,12/6/2019,LARCENY-FROM VEHICLE,33.74447,-84.38602,12,2019,30334
193400785,12/5/2019,LARCENY-FROM VEHICLE,33.76149,-84.38789,12,2019,30313
193400812,12/5/2019,LARCENY-FROM VEHICLE,33.75309,-84.36591,12,2019,30312
193401156,12/3/2019,LARCENY-FROM VEHICLE,33.799170000000004,-84.40458000000001,12,2019,30363
193401338,12/6/2019,LARCENY-FROM VEHICLE,33.67628,-84.41592,12,2019,30344
193401449,12/6/2019,LARCENY-FROM VEHICLE,33.76296,-84.39669,12,2019,30313
193401694,12/6/2019,LARCENY-FROM VEHICLE,33.7478,-84.37498000000001,12,2019,30312
193401748,12/6/2019,LARCENY-FROM VEHICLE,33.87121,-84.37931,12,2019,30342
193401761,12/6/2019,LARCENY-FROM VEHICLE,33.78014,-84.38747,12,2019,30308
193401840,12/6/2019,LARCENY-FROM VEHICLE,33.6806,-84.40164,12,2019,30354
193401921,12/6/2019,LARCENY-FROM VEHICLE,33.84063,-84.37496999999999,12,2019,30305
193401979,12/6/2019,LARCENY-FROM VEHICLE,33.81864,-84.38865,12,2019,30309
193401989,12/5/2019,LARCENY-FROM VEHICLE,33.724000000000004,-84.44663,12,2019,30310
193401997,12/6/2019,LARCENY-FROM VEHICLE,33.75412,-84.36717,12,2019,30334
193402031,12/6/2019,LARCENY-FROM VEHICLE,33.74908,-84.39348000000001,12,2019,30303
193402219,12/6/2019,LARCENY-FROM VEHICLE,33.81196,-84.39139,12,2019,30309
193402278,12/6/2019,LARCENY-FROM VEHICLE,33.809020000000004,-84.41277,12,2019,30363
193402292,12/6/2019,LARCENY-FROM VEHICLE,33.75175,-84.37051,12,2019,30334
193402317,12/6/2019,LARCENY-FROM VEHICLE,33.74964,-84.40132,12,2019,30303
193402356,12/6/2019,LARCENY-FROM VEHICLE,33.78285,-84.41126,12,2019,30363
193402380,12/6/2019,LARCENY-FROM VEHICLE,33.82403,-84.36328,12,2019,30324
193402390,12/6/2019,LARCENY-FROM VEHICLE,33.674929999999996,-84.41453,12,2019,30354
193402414,12/6/2019,LARCENY-FROM VEHICLE,33.82545,-84.36218000000001,12,2019,30324
193402466,12/6/2019,LARCENY-FROM VEHICLE,33.762409999999996,-84.38404,12,2019,30308
193402489,12/6/2019,LARCENY-FROM VEHICLE,33.79991,-84.41625,12,2019,30363
193402506,12/6/2019,LARCENY-FROM VEHICLE,33.76359,-84.39709,12,2019,30313
193402543,12/6/2019,LARCENY-FROM VEHICLE,33.79282,-84.39779,12,2019,30363
193402546,12/6/2019,LARCENY-FROM VEHICLE,33.74993,-84.37706,12,2019,30334
